name,id,genre,artist,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,cluster
Te Lo Debo a Ti,6IHwMo9UbzanstmW2Edy8r,r-n-b,"Luis Angel ""El Flaco""",63.0,0.712,0.421,2,-4.91,1,0.0394,0.502,0.0,0.356,0.963,145.062,1
"(Ummmm, Oh Yeah) Dearest",6NDg4EyQE5lalcCEEpytsM,r-n-b,Buddy Holly,59.0,0.548,0.493,1,-11.052,1,0.0282,0.577,0.0195,0.13,0.568,115.24,4
Christmas Everyday,4uKM6IhPAkcyUGH0sSSlDN,r-n-b,Smokey Robinson & The Miracles,59.0,0.685,0.496,11,-13.06,0,0.049,0.0947,0.0,0.139,0.96,114.85,3
Vida Truncada (feat. Grupo Firme & Uziel Payan),5Uwxfao9SihFhoTzy7WRXY,r-n-b,"Luis Angel ""El Flaco""",61.0,0.448,0.369,3,-6.683,1,0.0381,0.259,0.0,0.345,0.688,129.771,1
Who Loves You,5MjwNUe4SSzAzsHoBjlPOm,r-n-b,Frankie Valli & The Four Seasons,57.0,0.68,0.608,2,-12.575,1,0.0499,0.0729,0.0,0.0911,0.904,137.481,1
Then He Kissed Me,5usNPz6U1acDrkUYekGYDY,r-n-b,The Crystals,58.0,0.44,0.682,4,-7.416,1,0.0373,0.681,3.33e-05,0.207,0.626,135.917,1
Las Edades,7rCcgP1xr0XOWWOiO0AjPW,r-n-b,Roberto Tapia,56.0,0.531,0.573,5,-3.605,1,0.0867,0.543,0.0,0.228,0.982,206.254,2
Don't Wanna Be Your Girl,3JBB92odunFru2gOvI91x9,r-n-b,Wet,59.0,0.62,0.193,0,-13.404,1,0.0439,0.638,0.0136,0.107,0.155,129.979,4
Espero Con Ansias,22SnIb63vexyG4RlRcqI9r,r-n-b,Remmy Valenzuela,61.0,0.636,0.522,7,-3.556,1,0.032,0.411,0.0,0.301,0.842,139.697,1
Pretty Paper,1dXcUx5gQ8rkHctSsRnZuH,r-n-b,Roy Orbison,58.0,0.417,0.279,7,-11.577,1,0.0287,0.722,0.0,0.407,0.453,79.964,4
Los del Golfo,5jo9qQriY2swM8How4lnzU,r-n-b,El Fantasma,58.0,0.796,0.624,3,-3.223,1,0.049,0.739,0.0,0.0613,0.965,115.592,1
Qué Bonito,3AG3kaV6b3DDQDCEDN1HdS,r-n-b,Pancho Barraza,62.0,0.685,0.274,0,-7.808,1,0.045,0.291,0.0,0.0748,0.863,82.027,1
A Song For Mama,6FuJokk9FHx0E00SZ8ib8X,r-n-b,Boyz II Men,53.0,0.569,0.44,7,-8.948,1,0.035,0.471,0.0,0.143,0.151,75.001,4
Pistearé,0LCMFLgIISg4Mab1YL5shU,r-n-b,Banda Los Recoditos,62.0,0.837,0.682,3,-3.33,1,0.0681,0.509,0.0,0.334,0.962,120.031,1
You've Lost That Lovin' Feelin',5GMw6X6BbCDGO9gApQYRSa,r-n-b,The Righteous Brothers,59.0,0.366,0.317,1,-13.976,1,0.027,0.541,0.0,0.0865,0.398,94.108,4
Loco Enamorado,6iNwkkQ0JzYAflbTk405MD,r-n-b,Remmy Valenzuela,63.0,0.688,0.512,8,-8.824,1,0.0329,0.199,0.0,0.149,0.615,156.051,1
Down Bitch,5lsV4GoS0WSC8UP2ycQyXR,r-n-b,Casanova,55.0,0.65,0.669,3,-6.399,0,0.419,0.239,0.0,0.0496,0.757,175.695,0
Vete Ya,12FfNN8KHrGs40PY8yunmv,r-n-b,Valentín Elizalde,0.0,0.656,0.571,10,-4.811,1,0.0497,0.527,1.65e-05,0.0295,0.752,176.013,1
Cómo Me Duele,5nLuuC6U7Qa1VBFv9nVqNh,r-n-b,Valentín Elizalde,0.0,0.762,0.858,10,-3.561,1,0.0393,0.382,1.52e-05,0.282,0.974,153.125,1
Vete Ya,4Sat1sPH4d00do79kH17VO,r-n-b,Valentín Elizalde,0.0,0.656,0.571,10,-4.811,1,0.0497,0.527,1.65e-05,0.0295,0.752,176.013,1
Vete Ya,5l6i8MKQT5RhfBfwo6bTI8,r-n-b,Valentín Elizalde,0.0,0.656,0.571,10,-4.811,1,0.0497,0.527,1.65e-05,0.0295,0.752,176.013,1
Cómo Me Duele,66e6LXR8GeLFkkyYtILrt8,r-n-b,Valentín Elizalde,0.0,0.762,0.858,10,-3.561,1,0.0393,0.382,1.52e-05,0.282,0.974,153.125,1
Te Quiero Así,3LW1qLuaikvNmFb82guQuW,r-n-b,Valentín Elizalde,0.0,0.598,0.629,5,-3.708,1,0.0855,0.58,0.0,0.0853,0.976,187.966,1
Cómo Me Duele,7lqvEcKpBQIJ4f9e25VJP1,r-n-b,Valentín Elizalde,0.0,0.762,0.858,10,-3.561,1,0.0393,0.382,1.52e-05,0.282,0.974,153.125,1
Vete Ya,2KMWiriy6jAG39GxVbQMB1,r-n-b,Valentín Elizalde,0.0,0.656,0.571,10,-4.811,1,0.0497,0.527,1.65e-05,0.0295,0.752,176.013,1
Vete Ya,0DIFZ6I35XptURhE1TK9pq,r-n-b,Valentín Elizalde,0.0,0.656,0.571,10,-4.811,1,0.0497,0.527,1.65e-05,0.0295,0.752,176.013,1
Jingle Bell Rock,04JUNoqES9Z2JdRU63H2K4,r-n-b,Bobby Vee,63.0,0.665,0.544,0,-12.563,1,0.0396,0.699,0.0,0.538,0.92,151.201,1
Eeny Meany Miny Moe,2UXhIPSernlj5uy7FhbvJf,r-n-b,Sheff G,55.0,0.762,0.498,8,-7.974,0,0.28,0.506,2.24e-05,0.273,0.388,71.491,0
Finally It's Christmas,60W9xmxzUiKsKK9Yot4rJC,r-n-b,Hanson,63.0,0.57,0.899,0,-4.348,1,0.0404,0.00398,0.000101,0.755,0.513,129.025,2
The Locomotion,5xzdDMhFYiuUONB0Mha9VS,r-n-b,Little Eva,61.0,0.629,0.782,3,-9.595,1,0.0574,0.709,0.0215,0.304,0.736,128.973,1
"Good Golly, Miss Molly",0ZvgXNstN4o2ZXPomtBYVp,r-n-b,Little Richard,61.0,0.563,0.741,7,-11.947,1,0.0486,0.602,0.00251,0.325,0.967,164.15,1
No Negotiations,3sOQ1DCLQNHd3ULxZJiEMg,r-n-b,Sheff G,56.0,0.65,0.435,3,-4.808,0,0.376,0.738,0.000904,0.112,0.376,157.194,0
Ignoraste Mis Lágrimas,12M4PzpcGsn49aJvxkaadh,r-n-b,Pancho Barraza,53.0,0.441,0.544,2,-7.818,1,0.0413,0.385,3.25e-06,0.162,0.898,83.461,1
Don't Carry It All,2UODQhPzz51lssoMPOlfy5,r-n-b,The Decemberists,55.0,0.494,0.836,7,-4.327,1,0.0531,0.0249,0.0,0.457,0.627,142.56,2
"Sugar, Sugar",4GAI8BxeMgrvhZNEU59UfR,r-n-b,The Archies,59.0,0.757,0.647,2,-10.264,1,0.0299,0.757,3.08e-06,0.0972,0.97,122.771,1
2055 (feat. Coi Leray),0VhA1feaHVoftAyZ5fGGHA,r-n-b,Sleepy Hallow,56.0,0.72,0.487,6,-8.913,0,0.0811,0.589,0.0,0.0943,0.533,161.009,3
La Noche Perfecta,25p1jEwtuplwNIbZkoW5Kv,r-n-b,El Chapo De Sinaloa,54.0,0.708,0.651,10,-3.679,1,0.177,0.531,3.23e-05,0.038,0.963,181.829,1
"Come On, Let's Go",4cRfSR0QxDlXRHTKyEOu93,r-n-b,Ritchie Valens,58.0,0.616,0.724,9,-8.101,1,0.042,0.788,3.16e-06,0.128,0.809,81.402,1
Lose Control,2PtwvKN5m8B0HVel2kOdoX,r-n-b,Silk,53.0,0.527,0.389,7,-11.687,0,0.0302,0.72,0.0,0.0997,0.458,119.939,4
Poor Little Fool - Remastered,5ayybTSXNwcarDtxQKqvWX,r-n-b,Ricky Nelson,60.0,0.474,0.338,0,-11.528,1,0.0299,0.648,0.0,0.13,0.81,154.596,4
El Ruido De Tus Zapatos,3VhupipSGvOXrNrNvUwhs1,r-n-b,La Arrolladora Banda El Limón De Rene Camacho,66.0,0.725,0.496,3,-8.143,1,0.0292,0.395,0.000126,0.102,0.85,135.915,1
Lowkey (Bonus),5Xlc2H6pdsoIJXfkd2IN4Z,r-n-b,Sleepy Hallow,55.0,0.884,0.494,0,-5.849,1,0.207,0.862,0.0,0.349,0.96,100.098,0
Life Don't Last That Long,1FvdIykhNv60ULZWjVIR3U,r-n-b,Anders Osborne,54.0,0.62,0.184,5,-14.967,1,0.0389,0.92,0.00103,0.118,0.38,75.482,4
"Panic, Pt. 3",2a08CgTzwHJBTrlXwwvAy8,r-n-b,Sheff G,55.0,0.755,0.678,9,-7.813,1,0.505,0.229,0.0,0.0388,0.529,139.982,0
El Día De Los Muertos,3i6fmFqRpQ9BIlxsfKZAf8,r-n-b,Alfredo Olivas,0.0,0.5,0.487,7,-4.666,0,0.047,0.266,2.2e-05,0.302,0.962,203.159,3
El Día De Los Muertos,2aAw0BYqBpZaVXh8bqXCwK,r-n-b,Alfredo Olivas,0.0,0.5,0.487,7,-4.666,0,0.047,0.266,2.2e-05,0.302,0.962,203.159,3
El Día De Los Muertos,0uzUOoJvZBj1ZuboDMkWQW,r-n-b,Alfredo Olivas,0.0,0.5,0.487,7,-4.666,0,0.047,0.266,2.2e-05,0.302,0.962,203.159,3
Sing About It,1hkC9kHG980jEfkTmQYB7t,r-n-b,The Wood Brothers,55.0,0.588,0.382,5,-8.821,0,0.036,0.573,3.31e-05,0.112,0.72,95.239,3
Automatic,1gm8dvyfMNxHVCxbG3ZMdf,r-n-b,Sheff G,55.0,0.808,0.536,7,-8.41,1,0.26,0.128,0.0,0.225,0.518,78.01,0
Route 66,6TXnGAr6DLVYshIrMeP0lZ,r-n-b,Chuck Berry,61.0,0.686,0.692,10,-9.793,1,0.0419,0.902,0.000474,0.104,0.962,79.071,1
Lobo Domesticado,21dO2n3oshsn3FkbB6Y5Mm,r-n-b,Valentín Elizalde,63.0,0.789,0.538,10,-4.997,1,0.0445,0.374,1.51e-05,0.34,0.923,116.034,1
Go Crazy,3yLihVmeyZlulIVvHmJF7N,r-n-b,Lil Tjay,58.0,0.69,0.591,11,-10.025,0,0.0658,0.0168,0.0,0.126,0.234,106.105,3
Empujando la Línea,4doAczw4VqEa9qJu1M8Ou5,r-n-b,Régulo Caro,60.0,0.74,0.9,0,-4.521,1,0.0576,0.169,0.0,0.159,0.92,109.942,1
Amsterdam (Recorded at Spotify Studios NYC),2Cyi6ezjKmGuXFrJglqQYl,r-n-b,Mandolin Orange,56.0,0.532,0.317,0,-10.693,1,0.0309,0.909,0.0277,0.11,0.28,140.671,4
Here On Out,1p0R5cAQaMh7lM5Zt3X67h,r-n-b,Dave Matthews Band,53.0,0.474,0.287,2,-13.434,1,0.0311,0.866,7.73e-05,0.118,0.328,160.05,4
El Moreño,0IZcLOevGQ6LYG9IV3w1gx,r-n-b,Lupillo Rivera,58.0,0.766,0.552,5,-6.489,1,0.0343,0.112,0.000192,0.126,0.809,107.916,1
Roll Over Beethoven,6C7aTTCUWRK7dD379yUT3W,r-n-b,Chuck Berry,62.0,0.715,0.797,3,-10.154,1,0.193,0.837,0.0,0.209,0.841,92.739,1
Human Fly,0ElRzK07sc9eszyk1ea9Ab,r-n-b,The Cramps,60.0,0.531,0.849,9,-10.754,1,0.111,0.0389,0.00763,0.186,0.305,119.516,2
Rocky Raccoon,1zTD6Z2T4Pks6P0urU5RVK,r-n-b,Charlie Parr,54.0,0.642,0.706,3,-8.114,1,0.028,0.528,8.59e-05,0.354,0.829,100.644,1
Patron De Patrones,5qBRtFJnlBZvPsPGnftWHs,r-n-b,El As De La Sierra,55.0,0.468,0.598,0,-8.737,1,0.111,0.12,0.0,0.0998,0.928,204.265,2
Ya Es Muy Tarde,47ehW8KNY6XhEtwMYAY0br,r-n-b,La Arrolladora Banda El Limón De Rene Camacho,65.0,0.681,0.651,5,-3.731,0,0.0378,0.451,0.0,0.0516,0.946,107.883,3
DLZ,3GQmoKZvsd2P3G5OJLAZCp,r-n-b,TV On The Radio,53.0,0.51,0.872,8,-3.985,0,0.0414,0.0298,0.00159,0.106,0.602,175.994,3
Cita Con Un Invento,7dOIpKo2D7MqpBNx8ZAank,r-n-b,El Coyote Y Su Banda Tierra Santa,59.0,0.649,0.554,7,-3.956,1,0.0285,0.611,0.0,0.0581,0.968,97.052,1
Bash money (feat. Lil Wayne),7KOV7goz91wTufZxO51Ebn,r-n-b,Westside Gunn,56.0,0.441,0.469,10,-11.868,0,0.159,0.0661,0.103,0.137,0.0659,76.346,3
Leaked (feat. Lil Wayne) - Remix,7x9Am1UW3C5yCZLSysEWxX,r-n-b,Lil Tjay,57.0,0.516,0.611,7,-8.007,1,0.325,0.729,0.0,0.0836,0.3,97.082,0
"Oh, Pretty Woman",52HAHV1j93s5B8GoTNI7DJ,r-n-b,Roy Orbison,64.0,0.609,0.584,9,-9.734,1,0.0353,0.725,0.0,0.0854,0.954,127.306,1
Sitting In The Park,0Iwbts8iqaJJh2kPiXbtgV,r-n-b,Billy Stewart,54.0,0.571,0.472,7,-8.788,1,0.0266,0.88,3.04e-05,0.201,0.603,84.053,4
Water (feat. Rostam),4WuDLbPWqwjyRvJK2jRCPS,r-n-b,Ra Ra Riot,54.0,0.575,0.848,4,-4.297,1,0.0885,0.131,0.0,0.11,0.42,159.941,2
Ahora Que Me Acuerdo,7r81SDmiDwPX4rcZJ6ULAp,r-n-b,La Arrolladora Banda El Limón De Rene Camacho,62.0,0.816,0.368,2,-6.108,1,0.0369,0.373,0.0,0.0693,0.902,119.113,1
No Se Lo Digas a Ella,4x53kXej8eGFdYoETMnkZI,r-n-b,Banda Cuisillos,64.0,0.726,0.747,2,-4.56,1,0.0292,0.0655,5.41e-06,0.339,0.805,149.853,1
January Wedding,4agZCOTdZDD4r33mPPDy8b,r-n-b,The Avett Brothers,53.0,0.469,0.373,9,-9.376,1,0.0279,0.355,1.13e-05,0.299,0.618,134.908,4
Motownphilly,4wDSLkTUIpRsn3UbCzW9wV,r-n-b,Boyz II Men,52.0,0.746,0.852,2,-9.676,1,0.0606,0.0146,3.02e-05,0.26,0.76,114.165,1
Slow Down,7gVf2nWUXoeZHGmXF6SNHz,r-n-b,Lil Tjay,58.0,0.671,0.736,1,-4.43,1,0.119,0.314,0.0,0.0846,0.254,87.817,1
Suedehead - 2011 Remaster,76HJoPhDFxD7rizsbCmZND,r-n-b,Morrissey,53.0,0.529,0.989,2,-4.5,1,0.042,0.00126,0.00148,0.0567,0.669,142.29,2
Rhythm of the Rain,7GHf8dQ2wA71wYOuRsQCZP,r-n-b,The Cascades,61.0,0.659,0.66,0,-8.337,1,0.0441,0.627,0.000217,0.136,0.672,116.634,1
I Will Follow You,4Y6pdMS2PwGshq1MYcJ9fC,r-n-b,Ricky Nelson,61.0,0.671,0.442,0,-11.595,1,0.0332,0.758,1.63e-05,0.108,0.749,120.774,4
Tenderness,5S6spUAa7hNeJCP48786fm,r-n-b,Parquet Courts,58.0,0.717,0.72,7,-4.269,1,0.0364,0.167,0.000216,0.0774,0.951,97.958,1
Préstame a Mi Padre,38PoI8PKloxPJ02oGZgS6E,r-n-b,Edwin Luna y La Trakalosa de Monterrey,60.0,0.395,0.59,5,-4.665,0,0.0505,0.236,0.0,0.347,0.486,42.337,3
What You Say,2uZeiDN9WNvkVdMe4gQPFv,r-n-b,Cold War Kids,57.0,0.686,0.814,7,-5.683,1,0.051,0.0125,1.66e-05,0.358,0.646,116.939,1
Sweetest Kill,0ey9VL7lFerteaCVvahKYV,r-n-b,Broken Social Scene,53.0,0.709,0.384,5,-12.427,1,0.0301,0.0893,0.848,0.0961,0.691,87.961,5
Sons & Daughters,721tATaNQPPGSuC3dYEI3h,r-n-b,The Decemberists,56.0,0.331,0.559,2,-8.263,1,0.0316,0.224,0.0,0.297,0.236,115.117,2
Quarantine Boo,0tTyz8vwAmZfzmGNo9JMK7,r-n-b,Sleepy Hallow,55.0,0.628,0.443,8,-8.903,1,0.5,0.645,0.0,0.118,0.853,98.316,0
Sucker's Prayer,3pxhPssdL2SJObXb5hpCRu,r-n-b,The Decemberists,55.0,0.384,0.697,9,-6.196,1,0.0359,0.00831,3.27e-05,0.187,0.551,149.007,2
Manuel Juarez,42RbwgUrgljhwMM3ZWMYJn,r-n-b,Joan Sebastian,61.0,0.556,0.316,9,-11.406,1,0.178,0.716,1.77e-06,0.395,0.964,179.616,4
Great Balls Of Fire - 1964 Version,5UvE5QlINnvEc7aFO14DVL,r-n-b,Jerry Lee Lewis,62.0,0.4,0.818,0,-11.238,1,0.08,0.458,3.25e-06,0.132,0.936,166.287,2
Samurai Cop (Oh Joy Begin),69a3udBACapETLMsQaqm6i,r-n-b,Dave Matthews Band,53.0,0.564,0.634,11,-4.998,1,0.0276,0.038,0.0,0.211,0.341,127.993,2
Proud Mary,4ppxp8rJB8eOhM9TFm6dK2,r-n-b,Ike & Tina Turner,66.0,0.599,0.46,2,-10.729,1,0.152,0.686,3.65e-05,0.15,0.715,96.429,4
Merry Christmas Baby,0YfqNEJAThiWwfsMbGlRPQ,r-n-b,Hanson,56.0,0.763,0.876,5,-6.2,1,0.0353,0.113,0.000147,0.369,0.961,101.439,1
Codeine,7z6pDIQFv510mRKfyEjHR1,r-n-b,Trampled by Turtles,53.0,0.488,0.796,7,-8.63,0,0.036,0.0991,0.0574,0.239,0.656,137.016,3
Wake Up Alone,2pxCOdnHEZZ3A1XRNxjc1v,r-n-b,Amy Winehouse,64.0,0.583,0.271,11,-15.866,0,0.0299,0.545,0.0,0.148,0.235,102.678,4
Mistakes,0Sox7tv3MK5h6AkFLUPHtY,r-n-b,Lake Street Dive,55.0,0.753,0.39,6,-7.294,0,0.0403,0.371,0.000815,0.125,0.374,136.747,3
Lemon (feat. Method Man),5MurVzJcSmQ6f7BI6qnv6o,r-n-b,Conway the Machine,56.0,0.462,0.74,1,-7.381,1,0.197,0.522,0.0,0.392,0.456,77.099,1
What If I,0j6QLLMEQoX292B44xQZFf,r-n-b,Nathaniel Rateliff & The Night Sweats,56.0,0.557,0.939,0,-4.075,0,0.0963,0.0762,1.19e-06,0.274,0.608,150.005,3
Nauseous,3wKG74MPOC0j1gpUhlCb3O,r-n-b,Sleepy Hallow,55.0,0.753,0.559,7,-4.692,0,0.427,0.639,0.0,0.0944,0.776,176.151,0
Spirit,7EcQNoTZqBBWZvuweuxUc9,r-n-b,Judah & the Lion,57.0,0.636,0.366,7,-7.591,1,0.0295,0.548,1.88e-05,0.103,0.146,132.98,4
Twilight Zone,3ztKHejzVoxJRKSZHFFMdJ,r-n-b,Golden Earring,56.0,0.656,0.756,11,-6.516,0,0.0399,0.00785,3.49e-05,0.0927,0.542,118.56,3
Durmiendo en el Lugar Equivocado,1JGd1dh5lHBDQYqZSkOKlZ,r-n-b,La Adictiva Banda San José de Mesillas,53.0,0.726,0.534,7,-3.879,1,0.0292,0.36,8.76e-06,0.0671,0.734,129.931,1
The Book of Love,1N131UBLlYAUJNVpHOfEc1,r-n-b,The Monotones,53.0,0.428,0.594,10,-12.716,1,0.379,0.734,0.0,0.567,0.556,198.67,0
Me Toca Retirarme,5R9wWwvg63JyB3fjRhj9ly,r-n-b,"Luis Angel ""El Flaco""",62.0,0.794,0.437,2,-4.125,1,0.0457,0.698,0.0,0.306,0.963,137.957,1
Crush,6AKSrodq9kU9hmTLEeWFFr,r-n-b,Dave Matthews Band,52.0,0.564,0.745,0,-6.933,1,0.0411,0.262,2.78e-05,0.108,0.672,94.044,1
Strange - Single Version,7jGrvXXwpmNgJVnz7QS7df,r-n-b,Patsy Cline,55.0,0.57,0.259,7,-14.393,1,0.0332,0.805,0.0,0.112,0.485,124.863,4
Rave On,33aYzW5ToRjiFOzkubeJ8H,r-n-b,Buddy Holly,60.0,0.566,0.711,0,-6.536,1,0.0335,0.611,6.59e-06,0.417,0.961,159.629,1
Fisher Island Sound,5F16DqcQbTuBTpzKjt5LCO,r-n-b,Beirut,61.0,0.561,0.735,7,-7.752,1,0.028,0.0829,0.488,0.1,0.141,123.968,5
No Llega El Olvido,4xKmCXrvnvrRa7XoBIwUoZ,r-n-b,Banda Los Recoditos,61.0,0.634,0.457,8,-5.931,1,0.0405,0.684,0.0,0.304,0.789,80.08,1
Part of the Plan,590ISHy0XC3FRcDC21mmty,r-n-b,Lil Tjay,57.0,0.823,0.579,1,-8.516,1,0.356,0.134,0.0,0.117,0.248,139.913,0
Mistletoe and Wine,6FznTfvqwWsa9NMRLzzazz,r-n-b,Cliff Richard,68.0,0.498,0.432,9,-14.386,1,0.0345,0.688,0.0,0.136,0.365,135.015,4
Shoot for the Stars (feat. Fivio Foreign),1O7DB16MQdAQVrybpA7GNW,r-n-b,Lil Tjay,58.0,0.744,0.695,6,-6.773,1,0.125,0.0504,0.0,0.0829,0.501,143.028,1
You Send Me,0BFEyqJ9DJXS7gKg0Kj46R,r-n-b,Sam Cooke,55.0,0.553,0.291,4,-10.426,0,0.0301,0.878,0.0,0.129,0.407,96.217,4
Kerosene,6E1YebXpPPtujMUljDNlOo,r-n-b,Crystal Castles,60.0,0.519,0.546,8,-9.368,1,0.0763,0.0827,0.0,0.133,0.0862,115.799,2
Watchu Like,1WGMdRXlSzhohMN396g8EL,r-n-b,Rah Swish,55.0,0.812,0.84,2,-4.914,1,0.279,0.0412,0.0,0.18,0.953,143.049,0
Pacific Theme,03gKdAQAswBo7v4p8F1An4,r-n-b,Broken Social Scene,56.0,0.723,0.703,0,-9.495,1,0.0318,0.0272,0.313,0.0979,0.767,129.725,1
De Ti Enamorado,3LkdhRNCXimKvOrO5vl0rC,r-n-b,Banda MS de Sergio Lizárraga,63.0,0.704,0.563,4,-4.307,0,0.0278,0.405,0.00146,0.133,0.814,129.932,3
Everything Now,7KsZHCfOitA5V9oQYVdltG,r-n-b,Arcade Fire,65.0,0.548,0.865,0,-5.325,1,0.0302,0.00171,0.000449,0.457,0.61,116.046,2
Todo Porque Te Amo,2W2mcZJZ250M9fSk0S1hKA,r-n-b,Fidel Rueda,62.0,0.831,0.449,3,-5.251,1,0.0335,0.517,0.000109,0.0599,0.766,109.989,1
I'm a Believer,1CSLeVCXmetBh8IkTPMFdL,r-n-b,The Monkees,60.0,0.502,0.772,0,-6.205,1,0.0322,0.595,2.47e-06,0.199,0.935,79.463,1
Windows,4gX8uV7Cx0VYsw1nPaL2qC,r-n-b,Sugar Candy Mountain,58.0,0.526,0.634,5,-7.805,1,0.0239,0.152,8.41e-05,0.105,0.648,82.652,1
Windshield,7GI1Weh21oGJYeSbrtOyR1,r-n-b,Greensky Bluegrass,52.0,0.48,0.548,0,-9.119,1,0.0328,0.627,0.00502,0.205,0.322,90.109,4
Increíble,240IA16ruWe9xOjPy16lJy,r-n-b,Banda MS de Sergio Lizárraga,61.0,0.669,0.623,8,-5.382,1,0.0515,0.544,0.000106,0.0637,0.962,165.097,1
Bring It On Home To Me,4yjz1aazw6R8ZURpGbCAkp,r-n-b,Sam Cooke,58.0,0.482,0.569,0,-5.897,1,0.0328,0.617,0.0,0.155,0.609,70.843,1
I Wonder Why,7vAw4LLIms6X8ZHcbtoazz,r-n-b,Dion & The Belmonts,55.0,0.506,0.699,10,-3.834,1,0.0348,0.569,0.0,0.158,0.901,103.463,1
Old Ties and Companions,53DVsTZvB16BDP30XmfSef,r-n-b,Mandolin Orange,53.0,0.656,0.368,7,-9.978,1,0.028,0.883,0.00287,0.109,0.522,116.197,4
Fear Over Love,2LaGkjLKibtADqJUfsNPXI,r-n-b,Sheff G,56.0,0.847,0.501,0,-9.085,0,0.105,0.478,2.2e-05,0.106,0.255,140.125,3
Only For You,17ZnveSDBpG9QtL7zLJNPy,r-n-b,Heartless Bastards,52.0,0.677,0.649,10,-5.906,1,0.0311,0.0442,0.0695,0.104,0.787,82.016,1
Tamarindo,57gZ0m6MfrQhJu1DwNyIE9,r-n-b,La Numero 1 Banda Jerez De Marco A. Flores,59.0,0.687,0.748,3,-7.139,1,0.047,0.457,0.0012,0.2,0.972,156.049,1
Young Liars,5FMhejeHdxTibd9T0pfurT,r-n-b,TV On The Radio,56.0,0.473,0.691,0,-7.984,1,0.0248,0.0312,0.00401,0.147,0.421,82.116,1
Untitled #4,1kq9lzEHoY3p8naHWpqNlh,r-n-b,The Avett Brothers,53.0,0.595,0.473,10,-8.287,1,0.0286,0.829,0.0002,0.109,0.599,146.633,4
2 Sauce,2JzX9cvgywUC1hDfoMGYRK,r-n-b,Sleepy Hallow,55.0,0.853,0.576,10,-6.264,0,0.173,0.739,0.0,0.109,0.692,139.999,0
Deck The Halls,7whPRouBzTXLW5afFNus4H,r-n-b,Jackie Wilson,56.0,0.481,0.498,8,-5.445,1,0.0757,0.228,0.0,0.0724,0.884,179.811,2
Ando Bien Pedo,58rgceeiYu1wFneDP2j5LJ,r-n-b,Banda Los Recoditos,60.0,0.74,0.849,3,-3.171,1,0.113,0.524,0.0,0.0911,0.964,165.91,1
The Wanderer,1UwriLz98ILbRhrtohTca1,r-n-b,Dion,61.0,0.623,0.48,2,-13.215,1,0.0392,0.193,0.0,0.11,0.842,114.436,1
Up on the Roof,7cNRqg0lbiqBaGeOlA4AEU,r-n-b,The Drifters,58.0,0.693,0.29,8,-17.501,1,0.0334,0.706,1.49e-05,0.137,0.92,121.795,4
He's So Fine - Remastered 2000,2Bs1Lw9LX8hBm70t1iGdlh,r-n-b,The Chiffons,56.0,0.558,0.633,7,-3.265,1,0.0329,0.487,0.0,0.129,0.871,72.494,1
Juan Martha,0FG2BidxWdYecUegaWAnST,r-n-b,La Original Banda El Limón de Salvador Lizárraga,58.0,0.713,0.613,6,-4.839,1,0.0522,0.377,2.79e-06,0.308,0.98,133.749,1
Borracho de Cochera,0acLovnnWxsN8JwjTr0ecY,r-n-b,El Fantasma,59.0,0.772,0.543,8,-3.057,1,0.0476,0.429,7.08e-06,0.206,0.855,118.309,1
Where's Your Head At,3cJh89D0za2SW705fNBo3b,r-n-b,Basement Jaxx,64.0,0.61,0.918,0,-4.817,1,0.0298,6.42e-05,0.0853,0.273,0.415,127.864,2
My Body Is a Cage,1rOlTL4pKQ9Y1fURua4AJR,r-n-b,Arcade Fire,61.0,0.296,0.502,0,-8.653,0,0.0336,0.315,0.0551,0.229,0.313,81.045,4
Dame Tu Amor,0tFajGFEw08M6dwDjmNT0F,r-n-b,Larry Hernández,58.0,0.817,0.806,2,-4.555,1,0.0776,0.291,3.66e-05,0.0713,0.858,119.205,1
I Got You Babe,2SWBfqj1FrS8t8z56G55rP,r-n-b,Sonny & Cher,61.0,0.621,0.708,6,-9.057,1,0.0259,0.246,2e-06,0.143,0.624,110.533,1
Different,15xfk8vQvVttTlh3tZn6db,r-n-b,Sleepy Hallow,54.0,0.84,0.515,11,-10.525,0,0.363,0.628,0.0,0.0732,0.818,143.889,0
El Mas Poderoso,4l7tyxhJM6KMHLO2xjwOWF,r-n-b,El Fantasma,56.0,0.66,0.475,10,-5.296,1,0.064,0.607,0.0,0.0715,0.867,109.293,1
Lessons In Love,3EGI5qmVmGlfgy9BmNb1R8,r-n-b,Level 42,69.0,0.709,0.839,7,-8.403,1,0.0367,0.159,0.00209,0.301,0.864,113.186,1
Forever Young - From NBC's Parenthood,0QYgtwYCftkAqunXmvkZtr,r-n-b,Rhiannon Giddens,58.0,0.384,0.366,7,-10.65,1,0.0329,0.371,9.17e-05,0.101,0.199,138.134,4
Sittin On Top Of The World,3GgvAt2Cyp7GRhYy9Luus1,r-n-b,Doc Watson,55.0,0.547,0.127,3,-21.435,1,0.0373,0.892,1.58e-05,0.112,0.73,89.404,4
Te Soñé,0hZgBAj7W0EkRH16feKmUu,r-n-b,El Coyote Y Su Banda Tierra Santa,60.0,0.634,0.449,0,-10.364,1,0.0353,0.425,0.0,0.0415,0.922,146.103,1
